id,titulo_higienizado,descricao_higienizada,texto_final_higienizado,categoria,prioridade
5984,roteamento de dns nao esta funcionando,nos ultimos dias tenho notado que o roteamento do meu computador para servicos da internet via dns e intermitente a maioria das vezes funciona corretamente mas ocasionalmente apresenta erros de conexao como nome dominio nao encontrado ou ma performance em navegar na web,roteamento de dns nao esta funcionando nos ultimos dias tenho notado que o roteamento do meu computador para servicos da internet via dns e intermitente a maioria das vezes funciona corretamente mas ocasionalmente apresenta erros de conexao como nome dominio nao encontrado ou ma performance em navegar na web,Rede,Media
5985,som no terminal,eu ouvi ruidos de som alto intermitentes do meio da reuniao nao ha nenhum problema visual apenas o som que parece estar vindo das proprias luzes,som no terminal eu ouvi ruidos de som alto intermitentes do meio da reuniao nao ha nenhum problema visual apenas o som que parece estar vindo das proprias luzes,Infraestrutura,Baixa
5986,acesso db lento,uma consulta ao banco de dados para atualizar clientes esta excedendo o tempo esperado e causando interrupcoes no processamento,acesso db lento uma consulta ao banco de dados para atualizar clientes esta excedendo o tempo esperado e causando interrupcoes no processamento,Banco de Dados,Media
5987,autorretrato falha,quando tento iniciar o software de autorretratos aparece uma mensagem dizendo nao e possivel acessar os camaras isso impede qualquer gravacao ou captura,autorretrato falha quando tento iniciar o software de autorretratos aparece uma mensagem dizendo nao e possivel acessar os camaras isso impede qualquer gravacao ou captura,Hardware,Alta
5988,dificuldade na consulta,preciso ajuda sobre como otimizar as consultas no banco elas estao lentas,dificuldade na consulta preciso ajuda sobre como otimizar as consultas no banco elas estao lentas,Banco de Dados,Baixa
5989,problemas de conexao wi fi,funcionario relata que esta experimentando problemas intermitentes na rede sem fio do escritorio e ja atualizou as configuracoes mas o problema persiste,problemas de conexao wi fi funcionario relata que esta experimentando problemas intermitentes na rede sem fio do escritorio e ja atualizou as configuracoes mas o problema persiste,Acesso,Baixa
5990,luz led do computador nao ativa,a luz led de minha maquina esta apagada o sistema inicializa normalmente mas a configuracao padrao da tela e o volume estao funcionando perfeitamente,luz led do computador nao ativa a luz led de minha maquina esta apagada o sistema inicializa normalmente mas a configuracao padrao da tela e o volume estao funcionando perfeitamente,Hardware,Media
5991,ajuste sensivel na tela,pessoal estou tentando abaixar minha tela no pc e nada muda poderia ter que reiniciar ou ha outra solucao mais rapida,ajuste sensivel na tela pessoal estou tentando abaixar minha tela no pc e nada muda poderia ter que reiniciar ou ha outra solucao mais rapida,Hardware,Baixa
5992,suspeita de conta comprometida,usuario relatou estar recebendo emails suspeitos que podem indicar uma tentativa de phishing mas nao encontrou alteracoes na sua senha,suspeita de conta comprometida usuario relatou estar recebendo emails suspeitos que podem indicar uma tentativa de phishing mas nao encontrou alteracoes na sua senha,Acesso,Baixa
5993,sistema erp login nao funciona,os funcionarios estao enfrentando problemas de login no sistema erp recebendo erro login falhado acesso as informacoes do cliente e a criacao de novos contratos esta interrompido,sistema erp login nao funciona os funcionarios estao enfrentando problemas de login no sistema erp recebendo erro login falhado acesso as informacoes do cliente e a criacao de novos contratos esta interrompido,Comunicação,Media
5994,erro de login no sistema,a equipe informa que nao podem entrar nos sistemas devido a uma senha incorreta repetida aconselhamento necessario sobre como recuperar acesso sem comprometer as credenciais,erro de login no sistema a equipe informa que nao podem entrar nos sistemas devido a uma senha incorreta repetida aconselhamento necessario sobre como recuperar acesso sem comprometer as credenciais,Acesso,Alta
5995,perfil de usuario bloqueado,usuario informa que nao consegue fazer login no sistema desde o ultimo update sugestoes para solucionar sao bem vindas,perfil de usuario bloqueado usuario informa que nao consegue fazer login no sistema desde o ultimo update sugestoes para solucionar sao bem vindas,Acesso,Baixa
5996,lampada led pisca,a lampada led na minha sala de estar pisa cada vez que ligamos ocorre normalmente durante o dia mas a noite parece ter algum tipo de controle programado,lampada led pisca a lampada led na minha sala de estar pisa cada vez que ligamos ocorre normalmente durante o dia mas a noite parece ter algum tipo de controle programado,Hardware,Baixa
5997,som barulhento durante o trabalho,fiquei surpreso por uma grande quantidade de ruido proveniente do teclado e mouse acho que estao com defeito ja testei substitui los,som barulhento durante o trabalho fiquei surpreso por uma grande quantidade de ruido proveniente do teclado e mouse acho que estao com defeito ja testei substitui los,Hardware,Baixa
5998,incompatibilidade sinalizacao,a plataforma de comunicacao da empresa nao reconhece o numero do meio,incompatibilidade sinalizacao a plataforma de comunicacao da empresa nao reconhece o numero do meio,Comunicação,Baixa
5999,somando problemas de conexao,a rede wi fi parece menos confiavel nos ultimos dias semelhante a desconexao frequente durante o uso,somando problemas de conexao a rede wi fi parece menos confiavel nos ultimos dias semelhante a desconexao frequente durante o uso,Rede,Media
6000,acesso limitado a infra,ha interrupcoes no fornecimento de energia ao data center afetando o funcionamento do sistema de monitorizacao,acesso limitado a infra ha interrupcoes no fornecimento de energia ao data center afetando o funcionamento do sistema de monitorizacao,Infraestrutura,Baixa
6001,sinalizacao de semaforos intermitente,os moradores do bairro reportam que as luzes dos semaforos na rua publica estao funcionando com frequencia os sinais ficam vermelhos por um curto periodo e depois se transitam para o amarelo repetindo esse ciclo varias vezes seguidas,sinalizacao de semaforos intermitente os moradores do bairro reportam que as luzes dos semaforos na rua publica estao funcionando com frequencia os sinais ficam vermelhos por um curto periodo e depois se transitam para o amarelo repetindo esse ciclo varias vezes seguidas,Infraestrutura,Baixa
6002,atraso no sinal,experimentei uma atraso repentino de cinco minutos na conexao wi fi em casa o dispositivo parece funcionar mas a internet esta mais lenta do que o normal,atraso no sinal experimentei uma atraso repentino de cinco minutos na conexao wi fi em casa o dispositivo parece funcionar mas a internet esta mais lenta do que o normal,Infraestrutura,Baixa
6003,problemas de rede,ocorreram atrasos constantes na conexao wi fi nas dependencias da empresa afetando a comunicacao e o trabalho diario,problemas de rede ocorreram atrasos constantes na conexao wi fi nas dependencias da empresa afetando a comunicacao e o trabalho diario,Infraestrutura,Media
6004,dificuldade na troca de mensagens via aplicativo,estou enfrentando problemas ao tentar usar o novo aplicativo movel para enviar mensagens entre os funcionarios ocorre um erro no momento do envio e estes nao sao capturados pelo sistema de log,dificuldade na troca de mensagens via aplicativo estou enfrentando problemas ao tentar usar o novo aplicativo movel para enviar mensagens entre os funcionarios ocorre um erro no momento do envio e estes nao sao capturados pelo sistema de log,Comunicação,Baixa
6005,comunicacoes do cliente,cliente relata dificuldade ao usar o aplicativo de comunicacao interna especialmente quando tentando compartilhar documentos em tempo real durante reunioes,comunicacoes do cliente cliente relata dificuldade ao usar o aplicativo de comunicacao interna especialmente quando tentando compartilhar documentos em tempo real durante reunioes,Comunicação,Media
6006,dificuldade na criacao do e mail,eu quero saber como configurar o cliente de e mail no meu computador mas nao consigo encontrar as instrucoes,dificuldade na criacao do e mail eu quero saber como configurar o cliente de e mail no meu computador mas nao consigo encontrar as instrucoes,Comunicação,Baixa
6007,ligacao de rede fraca,dentro do escritorio os telefones ligam apenas ocasionalmente e a conectividade wi fi parece instavel aconteceu alguma vez que nao foi possivel estabelecer uma ligacao importante devido as dificuldades de rede,ligacao de rede fraca dentro do escritorio os telefones ligam apenas ocasionalmente e a conectividade wi fi parece instavel aconteceu alguma vez que nao foi possivel estabelecer uma ligacao importante devido as dificuldades de rede,Infraestrutura,Media
6008,e mail nao responde,ocorre quando envio e mails de empresas mas recebi apenas confirmacoes automaticas,e mail nao responde ocorre quando envio e mails de empresas mas recebi apenas confirmacoes automaticas,Comunicação,Baixa
6009,sistema de controle remoto apresenta desligamento,funcionario relata que o sistema de controle da casa nao responde ao botao apesar do receptor estar ligado e funcionando corretamente,sistema de controle remoto apresenta desligamento funcionario relata que o sistema de controle da casa nao responde ao botao apesar do receptor estar ligado e funcionando corretamente,Acesso,Baixa
6010,login falhado,um usuario reportou ter problemas ao tentar entrar no sistema apesar de te lo feito corretamente anteriormente,login falhado um usuario reportou ter problemas ao tentar entrar no sistema apesar de te lo feito corretamente anteriormente,Acesso,Baixa
6011,acesso restrito a area compartilhada,tentei fazer login no computador de trabalho da alice mas recebi um erro nao autorizado estou certo de que minhas credenciais estao corretas,acesso restrito a area compartilhada tentei fazer login no computador de trabalho da alice mas recebi um erro nao autorizado estou certo de que minhas credenciais estao corretas,Comunicação,Media
